"94","P040403007",4,404,40403,298,224,"惣菜","和風惣菜","酢の物"
"95","P040403008",4,404,40403,298,224,"惣菜","和風惣菜","酢の物"
"96","P040404001",4,404,40404,180,135,"惣菜","和風惣菜","その他和風惣菜"
"97","P040404002",4,404,40404,198,149,"惣菜","和風惣菜","その他和風惣菜"
"98","P040404003",4,404,40404,198,149,"惣菜","和風惣菜","その他和風惣菜"
"99","P040404004",4,404,40404,235,176,"惣菜","和風惣菜","その他和風惣菜"
"100","P040404005",4,404,40404,248,186,"惣菜","和風惣菜","その他和風惣菜"
"101","P040404006",4,404,40404,278,209,"惣菜","和風惣菜","その他和風惣菜"
"102","P040404007",4,404,40404,278,209,"惣菜","和風惣菜","その他和風惣菜"
"103","P040404008",4,404,40404,288,216,"惣菜","和風惣菜","その他和風惣菜"
"104","P040404009",4,404,40404,338,254,"惣菜","和風惣菜","その他和風惣菜"
"105","P040404010",4,404,40404,398,299,"惣菜","和風惣菜","その他和風惣菜"
"106","P040404011",4,404,40404,478,359,"惣菜","和風惣菜","その他和風惣菜"
"107","P040404012",4,404,40404,548,411,"惣菜","和風惣菜","その他和風惣菜"
"108","P040501001",4,405,40501,100,75,"惣菜","フライ物","フライ物"
"109","P040501002",4,405,40501,180,135,"惣菜","フライ物","フライ物"
"110","P040501003",4,405,40501,220,165,"惣菜","フライ物","フライ物"
"111","P040501004",4,405,40501,278,209,"惣菜","フライ物","フライ物"
"112","P040501005",4,405,40501,278,209,"惣菜","フライ物","フライ物"
"113","P040501006",4,405,40501,298,224,"惣菜","フライ物","フライ物"
"114","P040501007",4,405,40501,298,224,"惣菜","フライ物","フライ物"
"115","P040501008",4,405,40501,298,224,"惣菜","フライ物","フライ物"
"116","P040501009",4,405,40501,298,224,"惣菜","フライ物","フライ物"
"117","P040501010",4,405,40501,318,239,"惣菜","フライ物","フライ物"
"118","P040502001",4,405,40502,208,156,"惣菜","フライ物","唐揚げ類"
"119","P040502002",4,405,40502,278,209,"惣菜","フライ物","唐揚げ類"
"120","P040502003",4,405,40502,298,224,"惣菜","フライ物","唐揚げ類"
"121","P040502004",4,405,40502,298,224,"惣菜","フライ物","唐揚げ類"
"122","P040502005",4,405,40502,298,224,"惣菜","フライ物","唐揚げ類"
"123","P040502006",4,405,40502,298,224,"惣菜","フライ物","唐揚げ類"
"124","P040502007",4,405,40502,298,224,"惣菜","フライ物","唐揚げ類"
"125","P040503001",4,405,40503,298,224,"惣菜","フライ物","天麩羅類"
"126","P040504001",4,405,40504,180,135,"惣菜","フライ物","チキンロースト類"
"127","P040504002",4,405,40504,218,164,"惣菜","フライ物","チキンロースト類"
"128","P040504003",4,405,40504,288,216,"惣菜","フライ物","チキンロースト類"
"129","P040504004",4,405,40504,288,216,"惣菜","フライ物","チキンロースト類"
"130","P040504005",4,405,40504,308,231,"惣菜","フライ物","チキンロースト類"
"131","P040504006",4,405,40504,338,254,"惣菜","フライ物","チキンロースト類"
"132","P040504007",4,405,40504,338,254,"惣菜","フライ物","チキンロースト類"
"133","P040504008",4,405,40504,358,269,"惣菜","フライ物","チキンロースト類"
"134","P040504009",4,405,40504,468,351,"惣菜","フライ物","チキンロースト類"
"135","P040504010",4,405,40504,498,374,"惣菜","フライ物","チキンロースト類"
"136","P040601001",4,406,40601,278,209,"惣菜","洋風惣菜","グラタン・ピザ類"
"137","P040602001",4,406,40602,405,304,"惣菜","洋風惣菜","スナック類"
"138","P040602002",4,406,40602,440,330,"惣菜","洋風惣菜","スナック類"
"139","P040603001",4,406,40603,1980,1485,"惣菜","洋風惣菜","その他洋風惣菜"
"140","P040701001",4,407,40701,208,156,"惣菜","中華惣菜","中華惣菜"
"141","P040701002",4,407,40701,208,156,"惣菜","中華惣菜","中華惣菜"
"142","P040701003",4,407,40701,268,201,"惣菜","中華惣菜","中華惣菜"
"143","P040701004",4,407,40701,278,209,"惣菜","中華惣菜","中華惣菜"
"144","P040701005",4,407,40701,288,216,"惣菜","中華惣菜","中華惣菜"
"145","P040701006",4,407,40701,298,224,"惣菜","中華惣菜","中華惣菜"
"146","P040701007",4,407,40701,298,224,"惣菜","中華惣菜","中華惣菜"
"147","P040701008",4,407,40701,298,224,"惣菜","中華惣菜","中華惣菜"
"148","P040701009",4,407,40701,358,269,"惣菜","中華惣菜","中華惣菜"
"149","P040801001",4,408,40801,78,59,"惣菜","焼き物","うなぎ蒲焼"
"150","P040801002",4,408,40801,88,66,"惣菜","焼き物","うなぎ蒲焼"
"151","P040801003",4,408,40801,148,111,"惣菜","焼き物","うなぎ蒲焼"
"152","P040801004",4,408,40801,248,186,"惣菜","焼き物","うなぎ蒲焼"
"153","P040801005",4,408,40801,918,689,"惣菜","焼き物","うなぎ蒲焼"
"154","P040802001",4,408,40802,80,60,"惣菜","焼き物","その他やきもの"
"155","P040802002",4,408,40802,100,75,"惣菜","焼き物","その他やきもの"
"156","P040802003",4,408,40802,258,194,"惣菜","焼き物","その他やきもの"
"157","P040802004",4,408,40802,368,276,"惣菜","焼き物","その他やきもの"
"158","P040802005",4,408,40802,368,276,"惣菜","焼き物","その他やきもの"
"159","P040802006",4,408,40802,438,329,"惣菜","焼き物","その他やきもの"
"160","P040802007",4,408,40802,NA,NA,"惣菜","焼き物","その他やきもの"
"161","P041302001",4,413,41302,450,338,"惣菜","その他","その他"
"162","P050101001",5,501,50101,40,30,"和日配","水物","豆腐"
"163","P050101002",5,501,50101,128,96,"和日配","水物","豆腐"
"164","P050101003",5,501,50101,138,104,"和日配","水物","豆腐"
"165","P050101004",5,501,50101,138,104,"和日配","水物","豆腐"
"166","P050101005",5,501,50101,145,109,"和日配","水物","豆腐"
"167","P050101006",5,501,50101,158,119,"和日配","水物","豆腐"
"168","P050101007",5,501,50101,168,126,"和日配","水物","豆腐"
"169","P050101008",5,501,50101,168,126,"和日配","水物","豆腐"
"170","P050101009",5,501,50101,208,156,"和日配","水物","豆腐"
"171","P050102001",5,501,50102,60,45,"和日配","水物","油揚げ・がんも"
"172","P050102002",5,501,50102,138,104,"和日配","水物","油揚げ・がんも"
"173","P050102003",5,501,50102,185,139,"和日配","水物","油揚げ・がんも"
"174","P050102004",5,501,50102,188,141,"和日配","水物","油揚げ・がんも"
"175","P050102005",5,501,50102,198,149,"和日配","水物","油揚げ・がんも"
"176","P050102006",5,501,50102,215,161,"和日配","水物","油揚げ・がんも"
"177","P050103001",5,501,50103,78,59,"和日配","水物","コンニャク"
"178","P050103002",5,501,50103,80,60,"和日配","水物","コンニャク"
"179","P050103003",5,501,50103,88,66,"和日配","水物","コンニャク"
"180","P050103004",5,501,50103,110,83,"和日配","水物","コンニャク"
"181","P050103005",5,501,50103,128,96,"和日配","水物","コンニャク"
"182","P050103006",5,501,50103,128,96,"和日配","水物","コンニャク"
"183","P050103007",5,501,50103,128,96,"和日配","水物","コンニャク"
"184","P050103008",5,501,50103,128,96,"和日配","水物","コンニャク"
"185","P050103009",5,501,50103,128,96,"和日配","水物","コンニャク"
"186","P050103010",5,501,50103,130,98,"和日配","水物","コンニャク"
"187","P050103011",5,501,50103,135,101,"和日配","水物","コンニャク"
"188","P050103012",5,501,50103,148,111,"和日配","水物","コンニャク"
"189","P050103013",5,501,50103,148,111,"和日配","水物","コンニャク"
"190","P050103014",5,501,50103,158,119,"和日配","水物","コンニャク"
"191","P050103015",5,501,50103,158,119,"和日配","水物","コンニャク"
"192","P050103016",5,501,50103,165,124,"和日配","水物","コンニャク"
"193","P050103017",5,501,50103,215,161,"和日配","水物","コンニャク"
"194","P050103018",5,501,50103,235,176,"和日配","水物","コンニャク"
"195","P050103019",5,501,50103,245,184,"和日配","水物","コンニャク"
"196","P050103020",5,501,50103,268,201,"和日配","水物","コンニャク"
"197","P050103021",5,501,50103,NA,NA,"和日配","水物","コンニャク"
"198","P050104001",5,501,50104,115,86,"和日配","水物","その他水物"
"199","P050104002",5,501,50104,115,86,"和日配","水物","その他水物"
"200","P050104003",5,501,50104,118,89,"和日配","水物","その他水物"
"201","P050104004",5,501,50104,138,104,"和日配","水物","その他水物"
"202","P050104005",5,501,50104,138,104,"和日配","水物","その他水物"
"203","P050104006",5,501,50104,188,141,"和日配","水物","その他水物"
"204","P050104007",5,501,50104,188,141,"和日配","水物","その他水物"
"205","P050104008",5,501,50104,188,141,"和日配","水物","その他水物"
"206","P050104009",5,501,50104,188,141,"和日配","水物","その他水物"
"207","P050104010",5,501,50104,210,158,"和日配","水物","その他水物"
"208","P050104011",5,501,50104,210,158,"和日配","水物","その他水物"
"209","P050104012",5,501,50104,740,555,"和日配","水物","その他水物"
"210","P050201001",5,502,50201,138,104,"和日配","漬物","ぬか漬け"
"211","P050201002",5,502,50201,188,141,"和日配","漬物","ぬか漬け"
"212","P050201003",5,502,50201,195,146,"和日配","漬物","ぬか漬け"
"213","P050201004",5,502,50201,195,146,"和日配","漬物","ぬか漬け"
"214","P050201005",5,502,50201,198,149,"和日配","漬物","ぬか漬け"
"215","P050201006",5,502,50201,218,164,"和日配","漬物","ぬか漬け"
"216","P050201007",5,502,50201,220,165,"和日配","漬物","ぬか漬け"
"217","P050201008",5,502,50201,228,171,"和日配","漬物","ぬか漬け"
"218","P050201009",5,502,50201,235,176,"和日配","漬物","ぬか漬け"
"219","P050201010",5,502,50201,238,179,"和日配","漬物","ぬか漬け"
"220","P050201011",5,502,50201,450,338,"和日配","漬物","ぬか漬け"
"221","P050202001",5,502,50202,120,90,"和日配","漬物","塩漬け"
"222","P050202002",5,502,50202,145,109,"和日配","漬物","塩漬け"
"223","P050202003",5,502,50202,155,116,"和日配","漬物","塩漬け"
"224","P050202004",5,502,50202,155,116,"和日配","漬物","塩漬け"
"225","P050202005",5,502,50202,160,120,"和日配","漬物","塩漬け"
"226","P050202006",5,502,50202,185,139,"和日配","漬物","塩漬け"
"227","P050202007",5,502,50202,188,141,"和日配","漬物","塩漬け"
"228","P050202008",5,502,50202,188,141,"和日配","漬物","塩漬け"
"229","P050202009",5,502,50202,198,149,"和日配","漬物","塩漬け"
"230","P050202010",5,502,50202,198,149,"和日配","漬物","塩漬け"
"231","P050202011",5,502,50202,198,149,"和日配","漬物","塩漬け"
"232","P050202012",5,502,50202,198,149,"和日配","漬物","塩漬け"
"233","P050202013",5,502,50202,198,149,"和日配","漬物","塩漬け"
"234","P050202014",5,502,50202,208,156,"和日配","漬物","塩漬け"
"235","P050202015",5,502,50202,208,156,"和日配","漬物","塩漬け"
"236","P050202016",5,502,50202,220,165,"和日配","漬物","塩漬け"
"237","P050202017",5,502,50202,220,165,"和日配","漬物","塩漬け"
"238","P050202018",5,502,50202,228,171,"和日配","漬物","塩漬け"
"239","P050202019",5,502,50202,235,176,"和日配","漬物","塩漬け"
"240","P050202020",5,502,50202,235,176,"和日配","漬物","塩漬け"
"241","P050202021",5,502,50202,235,176,"和日配","漬物","塩漬け"
"242","P050202022",5,502,50202,235,176,"和日配","漬物","塩漬け"
"243","P050202023",5,502,50202,235,176,"和日配","漬物","塩漬け"
"244","P050202024",5,502,50202,268,201,"和日配","漬物","塩漬け"
"245","P050202025",5,502,50202,298,224,"和日配","漬物","塩漬け"
"246","P050202026",5,502,50202,298,224,"和日配","漬物","塩漬け"
"247","P050202027",5,502,50202,308,231,"和日配","漬物","塩漬け"
"248","P050202028",5,502,50202,325,244,"和日配","漬物","塩漬け"
"249","P050202029",5,502,50202,338,254,"和日配","漬物","塩漬け"
"250","P050202030",5,502,50202,378,284,"和日配","漬物","塩漬け"
"251","P050202031",5,502,50202,438,329,"和日配","漬物","塩漬け"
"252","P050202032",5,502,50202,530,398,"和日配","漬物","塩漬け"
"253","P050202033",5,502,50202,618,464,"和日配","漬物","塩漬け"
"254","P050202034",5,502,50202,688,516,"和日配","漬物","塩漬け"
"255","P050202035",5,502,50202,688,516,"和日配","漬物","塩漬け"
"256","P050202036",5,502,50202,960,720,"和日配","漬物","塩漬け"
"257","P050202037",5,502,50202,980,735,"和日配","漬物","塩漬け"
"258","P050203001",5,502,50203,145,109,"和日配","漬物","醤油漬け"
"259","P050203002",5,502,50203,150,113,"和日配","漬物","醤油漬け"
"260","P050203003",5,502,50203,155,116,"和日配","漬物","醤油漬け"
"261","P050203004",5,502,50203,155,116,"和日配","漬物","醤油漬け"
"262","P050203005",5,502,50203,178,134,"和日配","漬物","醤油漬け"
"263","P050203006",5,502,50203,178,134,"和日配","漬物","醤油漬け"
"264","P050203007",5,502,50203,178,134,"和日配","漬物","醤油漬け"
"265","P050203008",5,502,50203,188,141,"和日配","漬物","醤油漬け"
"266","P050203009",5,502,50203,198,149,"和日配","漬物","醤油漬け"
"267","P050203010",5,502,50203,208,156,"和日配","漬物","醤油漬け"
"268","P050203011",5,502,50203,208,156,"和日配","漬物","醤油漬け"
"269","P050203012",5,502,50203,220,165,"和日配","漬物","醤油漬け"
"270","P050203013",5,502,50203,220,165,"和日配","漬物","醤油漬け"
"271","P050203014",5,502,50203,228,171,"和日配","漬物","醤油漬け"
"272","P050203015",5,502,50203,248,186,"和日配","漬物","醤油漬け"
"273","P050203016",5,502,50203,260,195,"和日配","漬物","醤油漬け"
"274","P050203017",5,502,50203,260,195,"和日配","漬物","醤油漬け"
"275","P050203018",5,502,50203,265,199,"和日配","漬物","醤油漬け"
"276","P050203019",5,502,50203,288,216,"和日配","漬物","醤油漬け"
"277","P050203020",5,502,50203,298,224,"和日配","漬物","醤油漬け"
"278","P050203021",5,502,50203,298,224,"和日配","漬物","醤油漬け"
"279","P050203022",5,502,50203,298,224,"和日配","漬物","醤油漬け"
"280","P050203023",5,502,50203,298,224,"和日配","漬物","醤油漬け"
"281","P050203024",5,502,50203,298,224,"和日配","漬物","醤油漬け"
"282","P050203025",5,502,50203,298,224,"和日配","漬物","醤油漬け"
"283","P050203026",5,502,50203,308,231,"和日配","漬物","醤油漬け"
"284","P050203027",5,502,50203,325,244,"和日配","漬物","醤油漬け"
"285","P050203028",5,502,50203,338,254,"和日配","漬物","醤油漬け"
"286","P050204001",5,502,50204,150,113,"和日配","漬物","粕漬け"
"287","P050204002",5,502,50204,155,116,"和日配","漬物","粕漬け"
"288","P050204003",5,502,50204,180,135,"和日配","漬物","粕漬け"
"289","P050204004",5,502,50204,218,164,"和日配","漬物","粕漬け"
"290","P050204005",5,502,50204,218,164,"和日配","漬物","粕漬け"
"291","P050204006",5,502,50204,268,201,"和日配","漬物","粕漬け"
"292","P050204007",5,502,50204,268,201,"和日配","漬物","粕漬け"
"293","P050204008",5,502,50204,295,221,"和日配","漬物","粕漬け"
"294","P050205001",5,502,50205,148,111,"和日配","漬物","酢漬け"
"295","P050205002",5,502,50205,198,149,"和日配","漬物","酢漬け"
"296","P050205003",5,502,50205,230,173,"和日配","漬物","酢漬け"
"297","P050205004",5,502,50205,258,194,"和日配","漬物","酢漬け"
"298","P050205005",5,502,50205,258,194,"和日配","漬物","酢漬け"
"299","P050205006",5,502,50205,298,224,"和日配","漬物","酢漬け"
"300","P050205007",5,502,50205,310,233,"和日配","漬物","酢漬け"
"301","P050205008",5,502,50205,398,299,"和日配","漬物","酢漬け"
"302","P050205009",5,502,50205,548,411,"和日配","漬物","酢漬け"
"303","P050206001",5,502,50206,198,149,"和日配","漬物","味噌漬け"
"304","P050207001",5,502,50207,130,98,"和日配","漬物","その他漬物"
"305","P050207002",5,502,50207,155,116,"和日配","漬物","その他漬物"
"306","P050207003",5,502,50207,155,116,"和日配","漬物","その他漬物"
"307","P050207004",5,502,50207,198,149,"和日配","漬物","その他漬物"
"308","P050207005",5,502,50207,208,156,"和日配","漬物","その他漬物"
"309","P050207006",5,502,50207,208,156,"和日配","漬物","その他漬物"
"310","P050207007",5,502,50207,208,156,"和日配","漬物","その他漬物"
"311","P050207008",5,502,50207,208,156,"和日配","漬物","その他漬物"
"312","P050207009",5,502,50207,270,203,"和日配","漬物","その他漬物"
"313","P050207010",5,502,50207,270,203,"和日配","漬物","その他漬物"
"314","P050207011",5,502,50207,285,214,"和日配","漬物","その他漬物"
"315","P050207012",5,502,50207,288,216,"和日配","漬物","その他漬物"
"316","P050207013",5,502,50207,288,216,"和日配","漬物","その他漬物"
"317","P050207014",5,502,50207,348,261,"和日配","漬物","その他漬物"
"318","P050207015",5,502,50207,355,266,"和日配","漬物","その他漬物"
"319","P050207016",5,502,50207,368,276,"和日配","漬物","その他漬物"
"320","P050207017",5,502,50207,378,284,"和日配","漬物","その他漬物"
"321","P050207018",5,502,50207,378,284,"和日配","漬物","その他漬物"
"322","P050207019",5,502,50207,388,291,"和日配","漬物","その他漬物"
"323","P050207020",5,502,50207,388,291,"和日配","漬物","その他漬物"
"324","P050207021",5,502,50207,388,291,"和日配","漬物","その他漬物"
"325","P050207022",5,502,50207,398,299,"和日配","漬物","その他漬物"
"326","P050207023",5,502,50207,480,360,"和日配","漬物","その他漬物"
"327","P050207024",5,502,50207,498,374,"和日配","漬物","その他漬物"
"328","P050207025",5,502,50207,498,374,"和日配","漬物","その他漬物"
"329","P050207026",5,502,50207,538,404,"和日配","漬物","その他漬物"
"330","P050301001",5,503,50301,25,19,"和日配","生麺","生うどん"
"331","P050301002",5,503,50301,65,49,"和日配","生麺","生うどん"
"332","P050301003",5,503,50301,65,49,"和日配","生麺","生うどん"
"333","P050301004",5,503,50301,65,49,"和日配","生麺","生うどん"
"334","P050301005",5,503,50301,70,53,"和日配","生麺","生うどん"
"335","P050301006",5,503,50301,75,56,"和日配","生麺","生うどん"
"336","P050301007",5,503,50301,75,56,"和日配","生麺","生うどん"
"337","P050301008",5,503,50301,78,59,"和日配","生麺","生うどん"
"338","P050301009",5,503,50301,98,74,"和日配","生麺","生うどん"
"339","P050301010",5,503,50301,108,81,"和日配","生麺","生うどん"
"340","P050301011",5,503,50301,120,90,"和日配","生麺","生うどん"
"341","P050301012",5,503,50301,128,96,"和日配","生麺","生うどん"
"342","P050301013",5,503,50301,128,96,"和日配","生麺","生うどん"
"343","P050301014",5,503,50301,138,104,"和日配","生麺","生うどん"
"344","P050301015",5,503,50301,138,104,"和日配","生麺","生うどん"
"345","P050301016",5,503,50301,138,104,"和日配","生麺","生うどん"
"346","P050301017",5,503,50301,138,104,"和日配","生麺","生うどん"
"347","P050301018",5,503,50301,138,104,"和日配","生麺","生うどん"
"348","P050301019",5,503,50301,148,111,"和日配","生麺","生うどん"
"349","P050301020",5,503,50301,158,119,"和日配","生麺","生うどん"
"350","P050301021",5,503,50301,188,141,"和日配","生麺","生うどん"
"351","P050301022",5,503,50301,188,141,"和日配","生麺","生うどん"
"352","P050301023",5,503,50301,188,141,"和日配","生麺","生うどん"
"353","P050301024",5,503,50301,188,141,"和日配","生麺","生うどん"
"354","P050301025",5,503,50301,188,141,"和日配","生麺","生うどん"
"355","P050301026",5,503,50301,198,149,"和日配","生麺","生うどん"
"356","P050301027",5,503,50301,198,149,"和日配","生麺","生うどん"
"357","P050301028",5,503,50301,198,149,"和日配","生麺","生うどん"
"358","P050301029",5,503,50301,198,149,"和日配","生麺","生うどん"
"359","P050301030",5,503,50301,198,149,"和日配","生麺","生うどん"
"360","P050301031",5,503,50301,208,156,"和日配","生麺","生うどん"
"361","P050301032",5,503,50301,228,171,"和日配","生麺","生うどん"
"362","P050301033",5,503,50301,238,179,"和日配","生麺","生うどん"
"363","P050301034",5,503,50301,248,186,"和日配","生麺","生うどん"
"364","P050301035",5,503,50301,248,186,"和日配","生麺","生うどん"
"365","P050301036",5,503,50301,258,194,"和日配","生麺","生うどん"
"366","P050301037",5,503,50301,278,209,"和日配","生麺","生うどん"
"367","P050301038",5,503,50301,278,209,"和日配","生麺","生うどん"
"368","P050302001",5,503,50302,80,60,"和日配","生麺","生そば"
"369","P050302002",5,503,50302,95,71,"和日配","生麺","生そば"
"370","P050302003",5,503,50302,158,119,"和日配","生麺","生そば"
"371","P050302004",5,503,50302,250,188,"和日配","生麺","生そば"
"372","P050302005",5,503,50302,298,224,"和日配","生麺","生そば"
"373","P050302006",5,503,50302,298,224,"和日配","生麺","生そば"
"374","P050303001",5,503,50303,75,56,"和日配","生麺","生ラーメン"
"375","P050303002",5,503,50303,105,79,"和日配","生麺","生ラーメン"
"376","P050303003",5,503,50303,128,96,"和日配","生麺","生ラーメン"
"377","P050303004",5,503,50303,128,96,"和日配","生麺","生ラーメン"
"378","P050303005",5,503,50303,130,98,"和日配","生麺","生ラーメン"
"379","P050303006",5,503,50303,138,104,"和日配","生麺","生ラーメン"
"380","P050303007",5,503,50303,138,104,"和日配","生麺","生ラーメン"
"381","P050303008",5,503,50303,138,104,"和日配","生麺","生ラーメン"
"382","P050303009",5,503,50303,138,104,"和日配","生麺","生ラーメン"
