,key,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
19,2009-07-05 16:07:07.0000001,3.3,2009-07-05 16:07:07 UTC,-74.002095,40.740429,-73.99574399999999,40.745069,2
20,2012-03-27 12:06:00.00000097,6.9,2012-03-27 12:06:00 UTC,-73.965822,40.754397,-73.97498,40.741605,1
21,2013-09-30 11:07:34.0000004,7.5,2013-09-30 11:07:34 UTC,-73.98624699999998,40.734495,-73.989176,40.744587,1
22,2014-01-12 18:35:00.00000092,11.5,2014-01-12 18:35:00 UTC,-73.991713,40.738212,-73.97280500000002,40.755947,2
23,2010-05-16 12:41:00.000000181,7.3,2010-05-16 12:41:00 UTC,-73.992525,40.758317,-73.982277,40.740582,2
24,2015-04-20 04:49:15.0000001,31.5,2015-04-20 04:49:15 UTC,-73.99544525146483,40.728118896484375,-73.86406707763672,40.769615173339844,1
25,2014-04-19 10:36:21.0000005,7.5,2014-04-19 10:36:21 UTC,-73.97192700000002,40.756947,-73.987711,40.762905,1
26,2012-08-28 18:42:00.000000254,8.9,2012-08-28 18:42:00 UTC,-73.98355500000002,40.761262,-73.98265699999997,40.766432,1
27,2014-10-28 20:45:00.000000114,43.33,2014-10-28 20:45:00 UTC,-73.98829,40.74861,-73.78128000000002,40.72674,1
28,2014-03-20 23:10:00.000000141,12.0,2014-03-20 23:10:00 UTC,-74.01281,40.703837,-73.98380999999998,40.723877,1
29,2010-01-15 02:57:00.00000033,9.3,2010-01-15 02:57:00 UTC,-74.005712,40.740583,-73.97353299999997,40.755142,1
30,2012-10-21 19:54:00.000000161,13.5,2012-10-21 19:54:00 UTC,-73.982652,40.742122,-73.985232,40.77852,1
31,2009-09-16 10:22:05.0000002,4.1,2009-09-16 10:22:05 UTC,-73.985519,40.75660300000001,-73.991488,40.750217,1
32,2012-08-29 12:46:00.000000175,7.7,2012-08-29 12:46:00 UTC,-73.96457,40.80725200000001,-73.976258,40.786377,1
33,2010-02-06 18:38:11.0000005,4.5,2010-02-06 18:38:11 UTC,-73.94645,40.777014,-73.954059,40.77054,1
34,2010-01-03 18:52:00.000000141,11.7,2010-01-03 18:52:00 UTC,-73.992078,40.74997000000001,-73.95279000000002,40.788381,1
35,2010-01-22 23:15:27.0000003,9.7,2010-01-22 23:15:27 UTC,-74.008326,40.734045,-73.985351,40.730586,1
36,2009-12-24 07:27:04.0000003,7.7,2009-12-24 07:27:04 UTC,-73.97591800000002,40.780382,-73.97899100000002,40.755979,1
37,2009-09-30 11:56:05.0000003,4.5,2009-09-30 11:56:05 UTC,-73.980046,40.78070200000001,-73.969406,40.790252,1
38,2009-01-13 16:44:42.0000002,8.9,2009-01-13 16:44:42 UTC,-73.97587800000002,40.789107,-73.946859,40.777627,3
39,2010-03-08 16:46:11.0000001,4.9,2010-03-08 16:46:11 UTC,-73.981227,40.768942,-73.970164,40.784024,1
40,2010-02-14 10:37:09.0000001,5.7,2010-02-14 10:37:09 UTC,-73.98455200000002,40.753383,-73.977451,40.75796,1
41,2011-02-23 17:17:00.000000154,4.9,2011-02-23 17:17:00 UTC,-73.981623,40.773915,-73.974118,40.762912,1
42,2013-05-22 22:31:14.0000004,11.0,2013-05-22 22:31:14 UTC,-73.992238,40.721126,-73.968141,40.756119,1
43,2015-02-13 21:24:44.0000001,4.5,2015-02-13 21:24:44 UTC,-74.00303649902342,40.72777557373047,-74.00614929199219,40.733116149902344,1
44,2010-06-30 22:27:10.0000002,10.5,2010-06-30 22:27:10 UTC,-74.001358,40.731139,-73.961516,40.756852,1
45,2012-03-10 15:56:00.000000214,3.7,2012-03-10 15:56:00 UTC,-73.968193,40.799892,-73.97199300000003,40.79449,1
46,2010-01-06 05:34:03.0000001,5.7,2010-01-06 05:34:03 UTC,-73.977488,40.789486,-73.98095500000002,40.774556,1
47,2013-01-10 16:33:55.0000001,5.5,2013-01-10 16:33:55 UTC,-73.96555500000002,40.7903,-73.967308,40.800197,2
48,2009-09-11 09:41:00.00000060,5.3,2009-09-11 09:41:00 UTC,-73.97935799999998,40.76282,-73.972555,40.758942,3
49,2011-07-31 05:19:00.00000030,9.7,2011-07-31 05:19:00 UTC,-74.004148,40.721655,-73.98390699999999,40.762997,1
50,2012-05-24 14:10:00.00000099,8.1,2012-05-24 14:10:00 UTC,-73.988382,40.737322,-73.98344,40.754927,1
51,2009-10-22 12:59:00.00000042,14.9,2009-10-22 12:59:00 UTC,-73.960938,40.761163,-73.99841500000002,40.725137,1
52,2015-04-05 20:21:29.0000006,12.5,2015-04-05 20:21:29 UTC,-73.7823486328125,40.64456558227539,-73.80374145507811,40.66683197021485,2
53,2012-06-02 23:48:34.0000003,9.3,2012-06-02 23:48:34 UTC,-73.966347,40.764702,-73.988525,40.731413,3
54,2009-01-22 08:32:49.0000002,4.9,2009-01-22 08:32:49 UTC,0.0,0.0,0.0,0.0,1
55,2010-11-04 05:10:00.0000002,4.5,2010-11-04 05:10:00 UTC,-73.986797,40.76165,-73.978185,40.765135,1
56,2014-06-24 14:26:00.00000098,4.0,2014-06-24 14:26:00 UTC,-73.986975,40.755282,-73.99108000000003,40.750332,2
57,2015-06-23 05:17:50.0000001,8.5,2015-06-23 05:17:50 UTC,-73.98057556152342,40.77092361450195,-73.99877166748048,40.7642707824707,1
58,2014-09-09 19:58:00.00000013,10.5,2014-09-09 19:58:00 UTC,-73.86599,40.770802,-73.90979,40.7622,1
59,2012-06-12 20:37:00.00000015,6.5,2012-06-12 20:37:00 UTC,-73.96705,40.789267,-73.958867,40.77488,1
60,2014-04-22 11:14:00.00000019,33.33,2014-04-22 11:14:00 UTC,-73.97353199999998,40.754655,-73.861287,40.767707,1
61,2015-05-07 23:13:16.0000006,60.0,2015-05-07 23:13:16 UTC,0.0,0.0,0.0,0.0,1
62,2011-06-12 04:12:00.00000013,16.1,2011-06-12 04:12:00 UTC,-74.003998,40.730067,-73.95723000000002,40.669567,1
63,2012-12-20 20:46:08.0000004,11.5,2012-12-20 20:46:08 UTC,-73.95693299999998,40.770635,-73.981755,40.74312800000001,1
64,2015-01-13 16:10:20.0000007,5.5,2015-01-13 16:10:20 UTC,-73.97836303710938,40.75347137451172,-73.97026062011719,40.75559616088867,1
65,2011-03-07 08:49:22.0000004,4.1,2011-03-07 08:49:22 UTC,-73.97698100000002,40.75600900000001,-73.979632,40.760903000000006,1
66,2010-05-17 20:45:21.0000001,3.7,2010-05-17 20:45:21 UTC,-73.99825600000001,40.71706500000001,-74.005371,40.722235,1
67,2015-06-24 17:56:57.0000005,29.5,2015-06-24 17:56:57 UTC,-73.97828674316406,40.74575424194336,-73.97968292236328,40.79051971435547,2
68,2010-04-01 23:10:00.00000050,6.1,2010-04-01 23:10:00 UTC,-73.96906800000002,40.763743,-73.982095,40.77195800000001,5
69,2013-12-31 20:23:00.00000091,5.5,2013-12-31 20:23:00 UTC,-73.975608,40.750907,-73.964517,40.756005,3
70,2013-07-30 15:45:16.0000001,9.5,2013-07-30 15:45:16 UTC,-73.976715,40.765283,-73.988812,40.753026,1
71,2012-07-03 11:59:12.0000002,35.7,2012-07-03 11:59:12 UTC,-73.974785,40.742005,-73.751373,40.73519,1
72,2013-11-12 11:14:00.00000054,11.5,2013-11-12 11:14:00 UTC,-73.99340699999998,40.76294,-73.973587,40.79483,1
73,2009-02-21 19:24:27.0000007,8.9,2009-02-21 19:24:27 UTC,-73.968652,40.75479,-73.991935,40.72654,1
74,2012-05-20 12:26:00.000000157,25.7,2012-05-20 12:26:00 UTC,-73.93793199999998,40.812417,-73.99054,40.723545,6
75,2013-05-31 23:32:40.0000004,12.5,2013-05-31 23:32:40 UTC,-73.993493,40.741789,-73.97801199999998,40.783579,1
76,2009-12-08 15:56:00.00000066,4.5,2009-12-08 15:56:00 UTC,-73.98113000000002,40.7473,-73.983935,40.748418,1
77,2011-10-04 23:52:00.00000053,15.7,2011-10-04 23:52:00 UTC,-73.987335,40.741645,-73.947473,40.80788,4
78,2009-04-05 08:40:00.00000047,4.9,2009-04-05 08:40:00 UTC,-73.990418,40.756072,-73.982312,40.762795,1
79,2014-02-03 08:54:00.000000138,25.5,2014-02-03 08:54:00 UTC,-74.01217199999998,40.7065,-74.007227,40.728915,1
80,2012-08-30 19:21:27.0000001,15.3,2012-08-30 19:21:27 UTC,-73.970499,40.794209,-73.93918000000002,40.851165,1
81,2009-01-22 22:42:00.000000241,4.9,2009-01-22 22:42:00 UTC,-73.984195,40.755013,-73.972978,40.748958,5
82,2010-05-19 15:56:00.000000173,7.7,2010-05-19 15:56:00 UTC,-73.954495,40.783727,-73.963477,40.7692,1
83,2012-08-06 09:36:01.0000008,9.7,2012-08-06 09:36:01 UTC,-73.976138,40.744686,-74.004072,40.718606,1
84,2015-03-29 12:19:03.0000005,3.5,2015-03-29 12:19:03 UTC,-73.96540832519531,40.77473831176758,-73.9687271118164,40.770240783691406,1
85,2013-11-15 20:26:00.000000193,7.5,2013-11-15 20:26:00 UTC,-73.986417,40.73472,-73.994472,40.719612,1
86,2013-04-04 23:24:00.000000148,21.0,2013-04-04 23:24:00 UTC,-73.99148199999998,40.754942,-73.915262,40.776045,1
87,2013-09-12 07:46:58.0000003,2.5,2013-09-12 07:46:58 UTC,-73.952028,40.769304,-73.951891,40.769496,1
88,2013-06-05 23:42:00.00000096,5.0,2013-06-05 23:42:00 UTC,-73.998145,40.735335,-73.99023299999998,40.74636,1
89,2013-06-20 11:47:00.000000171,18.0,2013-06-20 11:47:00 UTC,-73.962002,40.77593,-73.989012,40.740277,5
90,2009-10-11 04:59:00.00000020,21.3,2009-10-11 04:59:00 UTC,-73.990987,40.766047,-73.944567,40.714507,1
91,2011-09-30 00:44:00.00000020,5.3,2011-09-30 00:44:00 UTC,-73.986165,40.722467,-73.99685500000002,40.716515,1
92,2011-06-23 10:09:00.00000081,10.9,2011-06-23 10:09:00 UTC,-73.969073,40.758887,-73.995012,40.763638,1
93,2010-12-14 15:51:45.0000001,16.9,2010-12-14 15:51:45 UTC,-73.950959,40.785491,-73.980997,40.75347,2
94,2014-07-25 12:56:00.00000054,8.0,2014-07-25 12:56:00 UTC,-73.963422,40.76567,-73.953518,40.786802,1
95,2014-07-16 15:11:22.0000004,14.0,2014-07-16 15:11:22 UTC,0.0,0.0,0.0,0.0,1
96,2015-05-19 08:13:16.0000008,7.0,2015-05-19 08:13:16 UTC,-73.96329498291014,40.7568588256836,-73.97810363769531,40.76102828979492,1
97,2014-01-13 15:21:00.00000092,9.0,2014-01-13 15:21:00 UTC,-73.991702,40.744387,-73.98088,40.750597,6
98,2013-08-20 07:32:00.00000076,11.0,2013-08-20 07:32:00 UTC,-73.94883,40.770687,-73.97577,40.752302,2
99,2014-01-05 19:45:13.0000006,18.5,2014-01-05 19:45:13 UTC,-73.952439,40.808487,-73.98754,40.749447,1
100,2011-06-02 07:40:00.00000010,4.5,2011-06-02 07:40:00 UTC,-73.960208,40.775882,-73.95607,40.78458300000001,3
101,2011-11-08 16:36:04.0000002,6.5,2011-11-08 16:36:04 UTC,-73.974168,40.756752,-73.973247,40.763844,2
102,2013-07-11 11:35:00.000000130,7.0,2013-07-11 11:35:00 UTC,-73.973555,40.761087,-73.967167,40.772422,1
103,2009-03-28 23:44:00.000000200,6.5,2009-03-28 23:44:00 UTC,-73.98543199999997,40.763117,-73.98656,40.779782,1
104,2012-10-14 15:08:30.0000001,17.5,2012-10-14 15:08:30 UTC,-73.958548,40.768893,-73.988191,40.737684,1
105,2012-10-17 13:30:00.00000015,7.5,2012-10-17 13:30:00 UTC,0.0,0.0,0.0,0.0,1
106,2009-01-26 19:03:15.0000002,7.1,2009-01-26 19:03:15 UTC,-73.964555,40.770068,-73.967389,40.759272,2
107,2009-10-22 16:49:00.0000008,10.1,2009-10-22 16:49:00 UTC,-73.94603199999997,40.777442,-73.938868,40.8046,3
108,2013-01-23 08:06:45.0000004,5.0,2013-01-23 08:06:45 UTC,-73.961908,40.776197,-73.97146,40.781948,1
109,2011-09-15 06:24:00.00000043,36.1,2011-09-15 06:24:00 UTC,-73.781888,40.644772,-73.982505,40.67373,1
110,2009-02-09 07:22:00.00000035,7.3,2009-02-09 07:22:00 UTC,-73.99068299999998,40.756363,-73.966962,40.769737,1
111,2014-06-06 21:54:00.000000210,10.5,2014-06-06 21:54:00 UTC,-73.988765,40.729272,-73.985138,40.744612,2
112,2010-08-16 09:39:54.0000003,6.9,2010-08-16 09:39:54 UTC,-73.96025300000002,40.772816,-73.960961,40.76085,2
113,2012-10-14 12:55:34.0000005,15.5,2012-10-14 12:55:34 UTC,-74.00670500000003,40.731588,-73.957598,40.76572700000001,1
114,2009-02-13 15:07:00.000000109,16.1,2009-02-13 15:07:00 UTC,-73.952863,40.810362,-73.982823,40.757768,5
115,2010-07-05 00:04:00.00000066,14.9,2010-07-05 00:04:00 UTC,-73.98348,40.76773,-74.014255,40.717102,5
116,2014-06-05 02:34:01.0000001,8.0,2014-06-05 02:34:01 UTC,-74.005778,40.740055,-73.99077199999998,40.766046,2
117,2013-03-23 10:26:45.0000002,7.0,2013-03-23 10:26:45 UTC,-73.990363,40.737302,-73.995993,40.726636,1
118,2014-02-11 01:10:26.0000001,5.0,2014-02-11 01:10:26 UTC,-73.995077,40.72515900000001,-73.98582900000002,40.732897,1
119,2012-01-28 20:30:11.0000002,6.1,2012-01-28 20:30:11 UTC,-73.972022,40.758135,-73.990202,40.757558,2
120,2009-03-19 08:13:00.00000020,8.5,2009-03-19 08:13:00 UTC,-74.006268,40.740142,-73.98255999999998,40.745667,1
121,2010-04-04 04:21:57.0000002,3.3,2010-04-04 04:21:57 UTC,-73.985102,40.76363,-73.987249,40.76871,3
122,2014-09-06 19:05:15.0000001,12.5,2014-09-06 19:05:15 UTC,-73.979768,40.74936,-73.989559,40.72609600000001,1
123,2012-12-24 04:39:45.0000001,41.3,2012-12-24 04:39:45 UTC,-73.983386,40.765953,-73.872659,40.77453,2
124,2014-06-12 07:01:00.000000129,7.0,2014-06-12 07:01:00 UTC,-73.963732,40.766377,-73.978832,40.753692,1
125,2010-06-17 20:02:01.0000003,7.7,2010-06-17 20:02:01 UTC,-73.981032,40.738038,-74.003715,40.747588,1
126,2012-10-18 20:20:02.0000002,13.0,2012-10-18 20:20:02 UTC,-74.00112,40.731542,-73.989903,40.76731,1
127,2010-11-22 08:35:30.0000002,12.9,2010-11-22 08:35:30 UTC,-73.98856500000002,40.778116,-73.991411,40.750295,1
128,2009-05-28 11:44:00.0000001,10.1,2009-05-28 11:44:00 UTC,-73.988885,40.733938,-73.959057,40.759487,1
129,2012-06-28 01:17:04.0000001,4.9,2012-06-28 01:17:04 UTC,0.0,0.0,0.0,0.0,4
130,2013-09-23 07:53:00.00000085,15.5,2013-09-23 07:53:00 UTC,-73.98635999999998,40.775757,-73.974512,40.76213,2
131,2011-12-13 21:59:00.000000165,10.1,2011-12-13 21:59:00 UTC,-73.97223000000002,40.764977,-73.96435799999998,40.792132,1
132,2013-05-23 18:00:28.0000002,9.0,2013-05-23 18:00:28 UTC,-73.995949,40.738342,-74.004132,40.746029,1
133,2012-09-17 15:15:31.0000003,6.5,2012-09-17 15:15:31 UTC,-74.011224,40.71563,-74.005289,40.722603,1
134,2013-12-25 14:14:06.0000003,10.0,2013-12-25 14:14:06 UTC,-73.999161,40.73252100000001,-73.99308,40.758651,4
135,2013-07-16 22:45:00.000000181,26.5,2013-07-16 22:45:00 UTC,-73.961782,40.770875,-74.006567,40.705647,5
136,2012-03-19 22:06:23.0000004,12.9,2012-03-19 22:06:23 UTC,-73.972263,40.793742,-74.003103,40.738813,3
137,2010-06-28 17:30:30.0000003,6.1,2010-06-28 17:30:30 UTC,-73.98985400000002,40.757087,-73.97362700000002,40.755383,1
138,2014-06-27 23:00:26.0000003,17.5,2014-06-27 23:00:26 UTC,-73.982603,40.731178,-73.948033,40.694778,1
139,2011-11-25 18:49:00.000000112,4.1,2011-11-25 18:49:00 UTC,-73.993942,40.73262,-73.987503,40.730107,1
140,2011-06-19 00:48:00.00000045,10.9,2011-06-19 00:48:00 UTC,-73.98593000000002,40.722697,-73.98440500000002,40.758822,3
141,2013-08-21 23:28:00.000000125,10.0,2013-08-21 23:28:00 UTC,-73.988405,40.728155,-73.98279699999998,40.757442,1
142,2009-04-06 20:36:51.0000002,9.4,2009-04-06 20:36:51 UTC,-73.981101,40.765175,-74.004065,40.738295,1
143,2012-07-11 17:41:33.0000001,4.5,2012-07-11 17:41:33 UTC,-74.00564,40.750938,-73.994796,40.75036,1
144,2014-12-18 22:50:00.00000066,3.5,2014-12-18 22:50:00 UTC,-73.989302,40.770297,-73.986042,40.76904,1
145,2014-03-21 00:29:00.00000056,7.0,2014-03-21 00:29:00 UTC,-73.98718000000002,40.767702,-73.97786500000002,40.779657,1
146,2010-01-13 05:14:00.00000019,50.5,2010-01-13 05:14:00 UTC,-73.984225,40.763962,-73.782517,40.648688,1
147,2010-05-05 12:17:26.0000001,8.5,2010-05-05 12:17:26 UTC,-73.98286800000002,40.781907,-73.956075,40.781824,1
148,2009-05-03 10:01:06.0000002,6.5,2009-05-03 10:01:06 UTC,-73.940699,40.753104,-73.935942,40.767537,1
149,2009-08-15 13:09:00.000000111,6.1,2009-08-15 13:09:00 UTC,-73.976072,40.776155,-73.98504,40.759393,5
150,2014-09-12 07:17:37.0000006,4.0,2014-09-12 07:17:37 UTC,-73.994028,40.76165,-73.99329200000003,40.75754000000001,1
151,2010-04-03 04:18:00.00000063,15.7,2010-04-03 04:18:00 UTC,-73.98371,40.72612,-73.958283,40.669897,1
152,2013-05-04 19:57:52.0000004,10.0,2013-05-04 19:57:52 UTC,-73.96563499999998,40.754456,-73.976177,40.775867,1
153,2009-02-13 14:33:00.00000090,7.7,2009-02-13 14:33:00 UTC,-73.990765,40.7295,-73.99250500000002,40.715422,5
154,2012-08-22 10:38:00.00000057,4.1,2012-08-22 10:38:00 UTC,-73.976365,40.750722,-73.980242,40.743337,1
155,2010-11-09 23:45:44.0000003,9.7,2010-11-09 23:45:44 UTC,-73.973105,40.764225,-74.007575,40.741052,1
156,2014-02-19 21:54:03.0000003,25.5,2014-02-19 21:54:03 UTC,-73.993137,40.752305,-73.959717,40.690483,1
157,2009-10-16 02:27:45.0000002,6.9,2009-10-16 02:27:45 UTC,-73.979602,40.784609,-73.978853,40.764043,1
158,2015-04-16 00:28:29.0000002,8.5,2015-04-16 00:28:29 UTC,-73.98882293701173,40.72704315185547,-74.00950622558595,40.731948852539055,1
159,2009-05-16 13:17:00.000000163,6.9,2009-05-16 13:17:00 UTC,-74.005423,40.741207,-73.9991,40.759923,5
160,2014-11-20 19:02:00.000000185,7.0,2014-11-20 19:02:00 UTC,-73.988027,40.721252,-74.00056500000002,40.71967,1
161,2013-09-11 18:37:00.000000160,10.0,2013-09-11 18:37:00 UTC,-73.981403,40.765327,-73.9606,40.761192,2
162,2014-05-26 04:08:46.0000002,18.0,2014-05-26 04:08:46 UTC,-73.983677,40.726016,-73.956846,40.674186,1
163,2009-11-06 08:13:00.000000139,7.3,2009-11-06 08:13:00 UTC,-73.98004300000002,40.742893,-73.978615,40.758123,1
164,2014-09-29 07:19:18.0000003,7.0,2014-09-29 07:19:18 UTC,-73.98995500000002,40.735222,-73.980486,40.751168,1
165,2009-04-18 14:06:08.0000006,7.3,2009-04-18 14:06:08 UTC,-73.99209499999998,40.738045,-74.006856,40.71935,1
166,2012-06-21 11:48:00.00000045,4.5,2012-06-21 11:48:00 UTC,-74.00520999999998,40.720117,-74.003248,40.722995,1
167,2010-04-30 16:38:00.0000003,6.5,2010-04-30 16:38:00 UTC,-73.993975,40.746352,-73.986862,40.761172,1
168,2011-10-17 21:40:00.00000080,13.3,2011-10-17 21:40:00 UTC,-73.98458000000002,40.742307,-73.995673,40.690145,1
169,2014-10-03 21:18:04.00000010,28.0,2014-10-03 21:18:04 UTC,-73.981091,40.753314,-73.953009,40.675397,1
170,2015-06-20 17:17:27.0000004,23.5,2015-06-20 17:17:27 UTC,-73.98468017578125,40.73691940307617,-73.91421508789062,40.75534057617188,1
171,2010-09-29 18:34:00.000000184,4.9,2010-09-29 18:34:00 UTC,-73.95515999999998,40.773267,-73.961748,40.770992,1
172,2010-12-31 00:18:00.00000027,5.3,2010-12-31 00:18:00 UTC,-74.00398299999998,40.7256,-74.006372,40.739328,2
173,2011-11-23 19:45:08.0000005,13.3,2011-11-23 19:45:08 UTC,0.0,0.0,0.0,0.0,1
174,2011-10-30 14:45:18.0000003,6.1,2011-10-30 14:45:18 UTC,-73.969614,40.76381,-73.95581800000002,40.782077,1
175,2011-10-23 16:09:17.0000004,7.7,2011-10-23 16:09:17 UTC,-73.973834,40.763776,-73.990311,40.745124,2
176,2013-06-23 13:24:00.000000142,10.5,2013-06-23 13:24:00 UTC,-73.98301500000002,40.693717,-73.99672,40.72377,4
177,2014-09-28 13:58:00.00000014,7.5,2014-09-28 13:58:00 UTC,-73.983397,40.755637,-73.969592,40.757367,1
178,2013-11-03 08:32:00.00000028,13.5,2013-11-03 08:32:00 UTC,-73.971278,40.787725,-73.990942,40.750307,1
179,2011-07-15 11:50:55.0000004,12.9,2011-07-15 11:50:55 UTC,-73.99948,40.722269,-73.973353,40.76115,3
180,2014-08-06 13:12:34.0000002,57.33,2014-08-06 13:12:34 UTC,-73.992059,40.734675,-73.79,40.64694,1
181,2011-11-16 11:24:07.0000005,8.1,2011-11-16 11:24:07 UTC,-73.992743,40.737411,-73.998286,40.72322800000001,4
182,2011-03-06 17:31:00.000000113,8.9,2011-03-06 17:31:00 UTC,-74.013733,40.708192,-74.004847,40.740685,1
183,2013-11-20 20:14:00.00000026,7.0,2013-11-20 20:14:00 UTC,-73.955337,40.780027,-73.97574200000003,40.785407,2
184,2009-10-06 07:28:00.000000174,9.7,2009-10-06 07:28:00 UTC,-73.94722800000002,40.784077,-73.983727,40.774198,4
185,2010-03-04 19:30:23.0000002,10.9,2010-03-04 19:30:23 UTC,-73.989727,40.739258,-73.95592099999998,40.773661,1
186,2014-07-01 22:35:44.0000003,6.0,2014-07-01 22:35:44 UTC,-73.98651,40.751745,-73.999098,40.760985,1
187,2011-02-26 02:08:00.00000084,10.9,2011-02-26 02:08:00 UTC,-73.955995,40.719312,-73.926947,40.703595,1
188,2009-08-15 04:02:32.0000002,7.7,2009-08-15 04:02:32 UTC,-74.000534,40.732381,-74.008257,40.713718,1
189,2009-06-15 13:57:00.000000132,5.7,2009-06-15 13:57:00 UTC,-73.97864,40.777617,-73.989118,40.773505,5
190,2011-03-11 09:24:14.0000001,6.1,2011-03-11 09:24:14 UTC,-73.98106899999998,40.780519,-73.972155,40.782306,1
191,2011-05-13 19:12:46.0000004,5.3,2011-05-13 19:12:46 UTC,-73.96401,40.765189,-73.95907199999998,40.78105,1
192,2015-06-18 12:11:18.0000005,14.0,2015-06-18 12:11:18 UTC,-73.94621276855469,40.777359008789055,-73.9708023071289,40.7584342956543,1
193,2010-07-18 00:03:00.00000041,19.3,2010-07-18 00:03:00 UTC,-74.001028,40.731632,-73.965097,40.791175,2
194,2010-10-23 19:30:34.0000002,9.3,2010-10-23 19:30:34 UTC,-73.971529,40.787412,-73.99016400000002,40.761773,2
195,2015-05-29 09:53:18.0000008,4.5,2015-05-29 09:53:18 UTC,-73.97662353515625,40.73941040039063,-73.97284698486328,40.75012969970703,1
196,2012-12-13 11:15:00.000000148,36.0,2012-12-13 11:15:00 UTC,-73.87278,40.77398,-73.959848,40.657262,1
197,2015-02-13 00:24:17.0000009,3.5,2015-02-13 00:24:17 UTC,-74.0042266845703,40.72568893432617,-73.99676513671875,40.72529983520508,1
198,2013-10-09 08:02:00.00000015,5.0,2013-10-09 08:02:00 UTC,-73.95638000000002,40.784227,-73.95517199999998,40.780252,6
199,2009-02-05 19:47:00.000000169,3.7,2009-02-05 19:47:00 UTC,-73.994552,40.745652,-74.00113,40.745417,3
200,2010-04-04 03:36:21.0000003,5.3,2010-04-04 03:36:21 UTC,-73.982461,40.739398,-73.98243000000002,40.72788900000001,1
201,2015-06-24 09:08:45.0000007,16.0,2015-06-24 09:08:45 UTC,-73.9913101196289,40.71724319458008,-73.96614837646483,40.75968933105469,1
202,2011-12-07 12:07:00.000000161,20.1,2011-12-07 12:07:00 UTC,-73.95628,40.784287,-73.978047,40.757187,1
203,2009-12-29 19:50:47.0000004,4.9,2009-12-29 19:50:47 UTC,-73.976324,40.788403,-73.964997,40.795141,1
204,2010-02-21 00:25:00.000000254,17.7,2010-02-21 00:25:00 UTC,-74.006555,40.713855,-73.951675,40.783608,1
205,2013-09-01 15:27:00.00000051,8.0,2013-09-01 15:27:00 UTC,-73.96656999999998,40.7892,-73.953677,40.778772,6
206,2013-04-27 20:58:00.000000110,16.5,2013-04-27 20:58:00 UTC,-73.957575,40.785417,-73.98180699999998,40.738332,5
207,2011-04-29 13:38:00.000000181,12.9,2011-04-29 13:38:00 UTC,-73.97748299999998,40.755852,-0.002385,40.760895,2
208,2012-07-31 00:05:00.00000061,6.1,2012-07-31 00:05:00 UTC,-73.991857,40.750402,-74.007867,40.740405,1
209,2012-02-19 17:46:28.0000004,9.3,2012-02-19 17:46:28 UTC,-73.984578,40.767177,-74.001563,40.735843,3
